Focal_region,In_or_out,movement,total
"King County, Washington","Brooklyn Park city, Hennepin County, Minnesota",MOVEDIN,32
"King County, Washington","Brooklyn Park city, Hennepin County, Minnesota",MOVEDOUT,0
"King County, Washington","Eden Prairie city, Hennepin County, Minnesota",MOVEDIN,32
"King County, Washington","Eden Prairie city, Hennepin County, Minnesota",MOVEDOUT,7
"King County, Washington","Edina city, Hennepin County, Minnesota",MOVEDIN,0
"King County, Washington","Edina city, Hennepin County, Minnesota",MOVEDOUT,22
"King County, Washington","Golden Valley city, Hennepin County, Minnesota",MOVEDIN,22
"King County, Washington","Golden Valley city, Hennepin County, Minnesota",MOVEDOUT,0
"King County, Washington","Maple Grove city, Hennepin County, Minnesota",MOVEDIN,15
"King County, Washington","Maple Grove city, Hennepin County, Minnesota",MOVEDOUT,0
"King County, Washington","Minneapolis city, Hennepin County, Minnesota",MOVEDIN,452
"King County, Washington","Minneapolis city, Hennepin County, Minnesota",MOVEDOUT,274
"King County, Washington","Minnetonka city, Hennepin County, Minnesota",MOVEDIN,53
"King County, Washington","Minnetonka city, Hennepin County, Minnesota",MOVEDOUT,0
"King County, Washington","Minnetrista city, Hennepin County, Minnesota",MOVEDIN,20
"King County, Washington","Minnetrista city, Hennepin County, Minnesota",MOVEDOUT,0
"King County, Washington","Orono city, Hennepin County, Minnesota",MOVEDIN,0
"King County, Washington","Orono city, Hennepin County, Minnesota",MOVEDOUT,27
"King County, Washington","Plymouth city, Hennepin County, Minnesota",MOVEDIN,43
"King County, Washington","Plymouth city, Hennepin County, Minnesota",MOVEDOUT,34
"King County, Washington","Richfield city, Hennepin County, Minnesota",MOVEDIN,9
"King County, Washington","Richfield city, Hennepin County, Minnesota",MOVEDOUT,0
"King County, Washington","Bradford township, Isanti County, Minnesota",MOVEDIN,0
"King County, Washington","Bradford township, Isanti County, Minnesota",MOVEDOUT,12
"King County, Washington","Kasota township, Le Sueur County, Minnesota",MOVEDIN,0
"King County, Washington","Kasota township, Le Sueur County, Minnesota",MOVEDOUT,5
"King County, Washington","Hutchinson city, McLeod County, Minnesota",MOVEDIN,0
"King County, Washington","Hutchinson city, McLeod County, Minnesota",MOVEDOUT,10
"King County, Washington","Morrill township, Morrison County, Minnesota",MOVEDIN,14
"King County, Washington","Morrill township, Morrison County, Minnesota",MOVEDOUT,0
"King County, Washington","North Mankato city, Nicollet County, Minnesota",MOVEDIN,0
"King County, Washington","North Mankato city, Nicollet County, Minnesota",MOVEDOUT,7
"King County, Washington","St. Peter city, Nicollet County, Minnesota",MOVEDIN,0
"King County, Washington","St. Peter city, Nicollet County, Minnesota",MOVEDOUT,10
"King County, Washington","High Forest township, Olmsted County, Minnesota",MOVEDIN,0
"King County, Washington","High Forest township, Olmsted County, Minnesota",MOVEDOUT,2
"King County, Washington","Marion township, Olmsted County, Minnesota",MOVEDIN,0
"King County, Washington","Marion township, Olmsted County, Minnesota",MOVEDOUT,13
"King County, Washington","Rochester city, Olmsted County, Minnesota",MOVEDIN,0
"King County, Washington","Rochester city, Olmsted County, Minnesota",MOVEDOUT,21
"King County, Washington","St. Paul city, Ramsey County, Minnesota",MOVEDIN,238
"King County, Washington","St. Paul city, Ramsey County, Minnesota",MOVEDOUT,109
"King County, Washington","Shoreview city, Ramsey County, Minnesota",MOVEDIN,12
"King County, Washington","Shoreview city, Ramsey County, Minnesota",MOVEDOUT,0
"King County, Washington","Dundas city, Rice County, Minnesota",MOVEDIN,0
"King County, Washington","Dundas city, Rice County, Minnesota",MOVEDOUT,4
"King County, Washington","Northfield city, Rice County, Minnesota",MOVEDIN,36
"King County, Washington","Northfield city, Rice County, Minnesota",MOVEDOUT,70
"King County, Washington","Duluth city, St. Louis County, Minnesota",MOVEDIN,0
"King County, Washington","Duluth city, St. Louis County, Minnesota",MOVEDOUT,16
"King County, Washington","Floodwood city, St. Louis County, Minnesota",MOVEDIN,0
"King County, Washington","Floodwood city, St. Louis County, Minnesota",MOVEDOUT,2
"King County, Washington","Credit River township, Scott County, Minnesota",MOVEDIN,50
"King County, Washington","Credit River township, Scott County, Minnesota",MOVEDOUT,0
"King County, Washington","Elko New Market city, Scott County, Minnesota",MOVEDIN,13
"King County, Washington","Elko New Market city, Scott County, Minnesota",MOVEDOUT,0
"King County, Washington","Prior Lake city, Scott County, Minnesota",MOVEDIN,62
"King County, Washington","Prior Lake city, Scott County, Minnesota",MOVEDOUT,0
"King County, Washington","Shakopee city, Scott County, Minnesota",MOVEDIN,33
"King County, Washington","Shakopee city, Scott County, Minnesota",MOVEDOUT,13
"King County, Washington","St. Joseph city, Stearns County, Minnesota",MOVEDIN,19
"King County, Washington","St. Joseph city, Stearns County, Minnesota",MOVEDOUT,0
"King County, Washington","Owatonna city, Steele County, Minnesota",MOVEDIN,0
"King County, Washington","Owatonna city, Steele County, Minnesota",MOVEDOUT,8
"King County, Washington","Thomastown township, Wadena County, Minnesota",MOVEDIN,0
"King County, Washington","Thomastown township, Wadena County, Minnesota",MOVEDOUT,2
"King County, Washington","Bayport city, Washington County, Minnesota",MOVEDIN,0
"King County, Washington","Bayport city, Washington County, Minnesota",MOVEDOUT,1
"King County, Washington","Oakdale city, Washington County, Minnesota",MOVEDIN,55
"King County, Washington","Oakdale city, Washington County, Minnesota",MOVEDOUT,0
"King County, Washington","Woodbury city, Washington County, Minnesota",MOVEDIN,0
"King County, Washington","Woodbury city, Washington County, Minnesota",MOVEDOUT,23
"King County, Washington","Cokato township, Wright County, Minnesota",MOVEDIN,0
"King County, Washington","Cokato township, Wright County, Minnesota",MOVEDOUT,3
"King County, Washington","Monticello township, Wright County, Minnesota",MOVEDIN,0
"King County, Washington","Monticello township, Wright County, Minnesota",MOVEDOUT,5
"King County, Washington","Silver Creek township, Wright County, Minnesota",MOVEDIN,0
"King County, Washington","Silver Creek township, Wright County, Minnesota",MOVEDOUT,16
"King County, Washington","Alton town, Belknap County, New Hampshire",MOVEDIN,50
"King County, Washington","Alton town, Belknap County, New Hampshire",MOVEDOUT,0
"King County, Washington","Keene city, Cheshire County, New Hampshire",MOVEDIN,14
"King County, Washington","Keene city, Cheshire County, New Hampshire",MOVEDOUT,0
"King County, Washington","Hanover town, Grafton County, New Hampshire",MOVEDIN,30
"King County, Washington","Hanover town, Grafton County, New Hampshire",MOVEDOUT,9
"King County, Washington","Lebanon city, Grafton County, New Hampshire",MOVEDIN,0
"King County, Washington","Lebanon city, Grafton County, New Hampshire",MOVEDOUT,6
"King County, Washington","Brookline town, Hillsborough County, New Hampshire",MOVEDIN,7
"King County, Washington","Brookline town, Hillsborough County, New Hampshire",MOVEDOUT,0
"King County, Washington","Manchester city, Hillsborough County, New Hampshir",MOVEDIN,0
"King County, Washington","Manchester city, Hillsborough County, New Hampshir",MOVEDOUT,9
"King County, Washington","Merrimack town, Hillsborough County, New Hampshire",MOVEDIN,0
"King County, Washington","Merrimack town, Hillsborough County, New Hampshire",MOVEDOUT,12
"King County, Washington","Nashua city, Hillsborough County, New Hampshire",MOVEDIN,17
"King County, Washington","Nashua city, Hillsborough County, New Hampshire",MOVEDOUT,0
"King County, Washington","Hampton Falls town, Rockingham County, New Hampshi",MOVEDIN,0
"King County, Washington","Hampton Falls town, Rockingham County, New Hampshi",MOVEDOUT,5
"King County, Washington","Portsmouth city, Rockingham County, New Hampshire",MOVEDIN,62
"King County, Washington","Portsmouth city, Rockingham County, New Hampshire",MOVEDOUT,23
"King County, Washington","Salem town, Rockingham County, New Hampshire",MOVEDIN,26
"King County, Washington","Salem town, Rockingham County, New Hampshire",MOVEDOUT,0
"King County, Washington","Dover city, Strafford County, New Hampshire",MOVEDIN,24
"King County, Washington","Dover city, Strafford County, New Hampshire",MOVEDOUT,0
"King County, Washington","Hamilton township, Atlantic County, New Jersey",MOVEDIN,0
"King County, Washington","Hamilton township, Atlantic County, New Jersey",MOVEDOUT,17
"King County, Washington","Bergenfield borough, Bergen County, New Jersey",MOVEDIN,0
"King County, Washington","Bergenfield borough, Bergen County, New Jersey",MOVEDOUT,21
"King County, Washington","East Rutherford borough, Bergen County, New Jersey",MOVEDIN,0
"King County, Washington","East Rutherford borough, Bergen County, New Jersey",MOVEDOUT,38
"King County, Washington","Edgewater borough, Bergen County, New Jersey",MOVEDIN,0
"King County, Washington","Edgewater borough, Bergen County, New Jersey",MOVEDOUT,11
"King County, Washington","Fair Lawn borough, Bergen County, New Jersey",MOVEDIN,54
"King County, Washington","Fair Lawn borough, Bergen County, New Jersey",MOVEDOUT,0
"King County, Washington","Fort Lee borough, Bergen County, New Jersey",MOVEDIN,25
"King County, Washington","Fort Lee borough, Bergen County, New Jersey",MOVEDOUT,0
"King County, Washington","Harrington Park borough, Bergen County, New Jersey",MOVEDIN,0
"King County, Washington","Harrington Park borough, Bergen County, New Jersey",MOVEDOUT,10
"King County, Washington","Old Tappan borough, Bergen County, New Jersey",MOVEDIN,0
"King County, Washington","Old Tappan borough, Bergen County, New Jersey",MOVEDOUT,14
"King County, Washington","Paramus borough, Bergen County, New Jersey",MOVEDIN,14
"King County, Washington","Paramus borough, Bergen County, New Jersey",MOVEDOUT,0
"King County, Washington","Ridgewood village, Bergen County, New Jersey",MOVEDIN,7
"King County, Washington","Ridgewood village, Bergen County, New Jersey",MOVEDOUT,0
"King County, Washington","River Edge borough, Bergen County, New Jersey",MOVEDIN,37
"King County, Washington","River Edge borough, Bergen County, New Jersey",MOVEDOUT,0
"King County, Washington","Tenafly borough, Bergen County, New Jersey",MOVEDIN,16
"King County, Washington","Tenafly borough, Bergen County, New Jersey",MOVEDOUT,0
"King County, Washington","Edgewater Park township, Burlington County, New Je",MOVEDIN,0
"King County, Washington","Edgewater Park township, Burlington County, New Je",MOVEDOUT,10
"King County, Washington","Maple Shade township, Burlington County, New Jerse",MOVEDIN,10
"King County, Washington","Maple Shade township, Burlington County, New Jerse",MOVEDOUT,0
"King County, Washington","North Hanover township, Burlington County, New Jer",MOVEDIN,39
"King County, Washington","North Hanover township, Burlington County, New Jer",MOVEDOUT,0
"King County, Washington","Camden city, Camden County, New Jersey",MOVEDIN,30
"King County, Washington","Camden city, Camden County, New Jersey",MOVEDOUT,0
"King County, Washington","Cherry Hill township, Camden County, New Jersey",MOVEDIN,49
"King County, Washington","Cherry Hill township, Camden County, New Jersey",MOVEDOUT,0
"King County, Washington","Collingswood borough, Camden County, New Jersey",MOVEDIN,35
"King County, Washington","Collingswood borough, Camden County, New Jersey",MOVEDOUT,0
"King County, Washington","Cape May city, Cape May County, New Jersey",MOVEDIN,39
"King County, Washington","Cape May city, Cape May County, New Jersey",MOVEDOUT,0
"King County, Washington","Middle township, Cape May County, New Jersey",MOVEDIN,0
"King County, Washington","Middle township, Cape May County, New Jersey",MOVEDOUT,7
"King County, Washington","Montclair township, Essex County, New Jersey",MOVEDIN,70
"King County, Washington","Montclair township, Essex County, New Jersey",MOVEDOUT,0
"King County, Washington","Newark city, Essex County, New Jersey",MOVEDIN,0
"King County, Washington","Newark city, Essex County, New Jersey",MOVEDOUT,16
"King County, Washington","South Orange Village township, Essex County, New J",MOVEDIN,30
"King County, Washington","South Orange Village township, Essex County, New J",MOVEDOUT,0
"King County, Washington","West Orange township, Essex County, New Jersey",MOVEDIN,41
"King County, Washington","West Orange township, Essex County, New Jersey",MOVEDOUT,0
"King County, Washington","Bayonne city, Hudson County, New Jersey",MOVEDIN,0
"King County, Washington","Bayonne city, Hudson County, New Jersey",MOVEDOUT,26
"King County, Washington","Harrison town, Hudson County, New Jersey",MOVEDIN,12
"King County, Washington","Harrison town, Hudson County, New Jersey",MOVEDOUT,0
"King County, Washington","Hoboken city, Hudson County, New Jersey",MOVEDIN,80
"King County, Washington","Hoboken city, Hudson County, New Jersey",MOVEDOUT,0
"King County, Washington","Jersey City city, Hudson County, New Jersey",MOVEDIN,314
"King County, Washington","Jersey City city, Hudson County, New Jersey",MOVEDOUT,96
"King County, Washington","West New York town, Hudson County, New Jersey",MOVEDIN,123
"King County, Washington","West New York town, Hudson County, New Jersey",MOVEDOUT,0
"King County, Washington","Ewing township, Mercer County, New Jersey",MOVEDIN,8
"King County, Washington","Ewing township, Mercer County, New Jersey",MOVEDOUT,18
"King County, Washington","Princeton, Mercer County, New Jersey",MOVEDIN,114
"King County, Washington","Princeton, Mercer County, New Jersey",MOVEDOUT,3
"King County, Washington","East Brunswick township, Middlesex County, New Jer",MOVEDIN,70
"King County, Washington","East Brunswick township, Middlesex County, New Jer",MOVEDOUT,0
"King County, Washington","New Brunswick city, Middlesex County, New Jersey",MOVEDIN,76
"King County, Washington","New Brunswick city, Middlesex County, New Jersey",MOVEDOUT,9
"King County, Washington","Perth Amboy city, Middlesex County, New Jersey",MOVEDIN,11
"King County, Washington","Perth Amboy city, Middlesex County, New Jersey",MOVEDOUT,0
"King County, Washington","Piscataway township, Middlesex County, New Jersey",MOVEDIN,40
"King County, Washington","Piscataway township, Middlesex County, New Jersey",MOVEDOUT,0
"King County, Washington","Plainsboro township, Middlesex County, New Jersey",MOVEDIN,46
"King County, Washington","Plainsboro township, Middlesex County, New Jersey",MOVEDOUT,0
"King County, Washington","Woodbridge township, Middlesex County, New Jersey",MOVEDIN,0
"King County, Washington","Woodbridge township, Middlesex County, New Jersey",MOVEDOUT,45
"King County, Washington","Aberdeen township, Monmouth County, New Jersey",MOVEDIN,0
"King County, Washington","Aberdeen township, Monmouth County, New Jersey",MOVEDOUT,44
"King County, Washington","Keyport borough, Monmouth County, New Jersey",MOVEDIN,0
"King County, Washington","Keyport borough, Monmouth County, New Jersey",MOVEDOUT,16
"King County, Washington","Little Silver borough, Monmouth County, New Jersey",MOVEDIN,30
"King County, Washington","Little Silver borough, Monmouth County, New Jersey",MOVEDOUT,0
"King County, Washington","West Long Branch borough, Monmouth County, New Jer",MOVEDIN,31
"King County, Washington","West Long Branch borough, Monmouth County, New Jer",MOVEDOUT,0
"King County, Washington","Kinnelon borough, Morris County, New Jersey",MOVEDIN,13
"King County, Washington","Kinnelon borough, Morris County, New Jersey",MOVEDOUT,11
"King County, Washington","Madison borough, Morris County, New Jersey",MOVEDIN,12
"King County, Washington","Madison borough, Morris County, New Jersey",MOVEDOUT,0
"King County, Washington","Mendham township, Morris County, New Jersey",MOVEDIN,22
"King County, Washington","Mendham township, Morris County, New Jersey",MOVEDOUT,0
"King County, Washington","Montville township, Morris County, New Jersey",MOVEDIN,0
"King County, Washington","Montville township, Morris County, New Jersey",MOVEDOUT,23
"King County, Washington","Parsippany-Troy Hills township, Morris County, New",MOVEDIN,0
"King County, Washington","Parsippany-Troy Hills township, Morris County, New",MOVEDOUT,17
"King County, Washington","Bloomingdale borough, Passaic County, New Jersey",MOVEDIN,31
"King County, Washington","Bloomingdale borough, Passaic County, New Jersey",MOVEDOUT,0
"King County, Washington","Clifton city, Passaic County, New Jersey",MOVEDIN,30
"King County, Washington","Clifton city, Passaic County, New Jersey",MOVEDOUT,0
"King County, Washington","Wayne township, Passaic County, New Jersey",MOVEDIN,19
"King County, Washington","Wayne township, Passaic County, New Jersey",MOVEDOUT,0
"King County, Washington","Bridgewater township, Somerset County, New Jersey",MOVEDIN,29
"King County, Washington","Bridgewater township, Somerset County, New Jersey",MOVEDOUT,0
"King County, Washington","Franklin township, Somerset County, New Jersey",MOVEDIN,41
"King County, Washington","Franklin township, Somerset County, New Jersey",MOVEDOUT,0
"King County, Washington","Vernon township, Sussex County, New Jersey",MOVEDIN,17
"King County, Washington","Vernon township, Sussex County, New Jersey",MOVEDOUT,0
"King County, Washington","Plainfield city, Union County, New Jersey",MOVEDIN,38
"King County, Washington","Plainfield city, Union County, New Jersey",MOVEDOUT,0
"King County, Washington","Summit city, Union County, New Jersey",MOVEDIN,31
"King County, Washington","Summit city, Union County, New Jersey",MOVEDOUT,0
"King County, Washington","Cohoes city, Albany County, New York",MOVEDIN,0
"King County, Washington","Cohoes city, Albany County, New York",MOVEDOUT,17
"King County, Washington","Guilderland town, Albany County, New York",MOVEDIN,0
"King County, Washington","Guilderland town, Albany County, New York",MOVEDOUT,4
"King County, Washington","New Scotland town, Albany County, New York",MOVEDIN,0
"King County, Washington","New Scotland town, Albany County, New York",MOVEDOUT,20
"King County, Washington","Alfred town, Allegany County, New York",MOVEDIN,0
"King County, Washington","Alfred town, Allegany County, New York",MOVEDOUT,20
"King County, Washington","Caneadea town, Allegany County, New York",MOVEDIN,0
"King County, Washington","Caneadea town, Allegany County, New York",MOVEDOUT,25
"King County, Washington","Bronx borough, Bronx County, New York",MOVEDIN,44
"King County, Washington","Bronx borough, Bronx County, New York",MOVEDOUT,0
"King County, Washington","Auburn city, Cayuga County, New York",MOVEDIN,0
"King County, Washington","Auburn city, Cayuga County, New York",MOVEDOUT,7
"King County, Washington","Jamestown city, Chautauqua County, New York",MOVEDIN,0
"King County, Washington","Jamestown city, Chautauqua County, New York",MOVEDOUT,10
"King County, Washington","Norwich city, Chenango County, New York",MOVEDIN,0
"King County, Washington","Norwich city, Chenango County, New York",MOVEDOUT,8
"King County, Washington","Walton town, Delaware County, New York",MOVEDIN,14
"King County, Washington","Walton town, Delaware County, New York",MOVEDOUT,0
"King County, Washington","Fishkill town, Dutchess County, New York",MOVEDIN,13
"King County, Washington","Fishkill town, Dutchess County, New York",MOVEDOUT,0
"King County, Washington","Pleasant Valley town, Dutchess County, New York",MOVEDIN,14
"King County, Washington","Pleasant Valley town, Dutchess County, New York",MOVEDOUT,0
"King County, Washington","Amherst town, Erie County, New York",MOVEDIN,30
"King County, Washington","Amherst town, Erie County, New York",MOVEDOUT,26
"King County, Washington","Buffalo city, Erie County, New York",MOVEDIN,56
"King County, Washington","Buffalo city, Erie County, New York",MOVEDOUT,44
"King County, Washington","Cheektowaga town, Erie County, New York",MOVEDIN,0
"King County, Washington","Cheektowaga town, Erie County, New York",MOVEDOUT,3
"King County, Washington","West Seneca town, Erie County, New York",MOVEDIN,23
"King County, Washington","West Seneca town, Erie County, New York",MOVEDOUT,0
"King County, Washington","Minerva town, Essex County, New York",MOVEDIN,0
"King County, Washington","Minerva town, Essex County, New York",MOVEDOUT,3
"King County, Washington","North Elba town, Essex County, New York",MOVEDIN,31
"King County, Washington","North Elba town, Essex County, New York",MOVEDOUT,0
"King County, Washington","Salisbury town, Herkimer County, New York",MOVEDIN,0
"King County, Washington","Salisbury town, Herkimer County, New York",MOVEDOUT,3
"King County, Washington","Le Ray town, Jefferson County, New York",MOVEDIN,23
"King County, Washington","Le Ray town, Jefferson County, New York",MOVEDOUT,8
"King County, Washington","Rutland town, Jefferson County, New York",MOVEDIN,0
"King County, Washington","Rutland town, Jefferson County, New York",MOVEDOUT,21
"King County, Washington","Brooklyn borough, Kings County, New York",MOVEDIN,1227
"King County, Washington","Brooklyn borough, Kings County, New York",MOVEDOUT,314
"King County, Washington","Geneseo town, Livingston County, New York",MOVEDIN,0
"King County, Washington","Geneseo town, Livingston County, New York",MOVEDOUT,9
"King County, Washington","Livonia town, Livingston County, New York",MOVEDIN,0
"King County, Washington","Livonia town, Livingston County, New York",MOVEDOUT,51
"King County, Washington","Hamilton town, Madison County, New York",MOVEDIN,0
"King County, Washington","Hamilton town, Madison County, New York",MOVEDOUT,10
"King County, Washington","Brighton town, Monroe County, New York",MOVEDIN,25
"King County, Washington","Brighton town, Monroe County, New York",MOVEDOUT,0
"King County, Washington","Hamlin town, Monroe County, New York",MOVEDIN,0
"King County, Washington","Hamlin town, Monroe County, New York",MOVEDOUT,10
"King County, Washington","Henrietta town, Monroe County, New York",MOVEDIN,9
"King County, Washington","Henrietta town, Monroe County, New York",MOVEDOUT,10
"King County, Washington","Penfield town, Monroe County, New York",MOVEDIN,7
"King County, Washington","Penfield town, Monroe County, New York",MOVEDOUT,0
"King County, Washington","Rochester city, Monroe County, New York",MOVEDIN,8
"King County, Washington","Rochester city, Monroe County, New York",MOVEDOUT,54
"King County, Washington","Webster town, Monroe County, New York",MOVEDIN,0
"King County, Washington","Webster town, Monroe County, New York",MOVEDOUT,28
"King County, Washington","Glen Cove city, Nassau County, New York",MOVEDIN,21
"King County, Washington","Glen Cove city, Nassau County, New York",MOVEDOUT,65
"King County, Washington","Hempstead town, Nassau County, New York",MOVEDIN,0
"King County, Washington","Hempstead town, Nassau County, New York",MOVEDOUT,15
"King County, Washington","North Hempstead town, Nassau County, New York",MOVEDIN,9
"King County, Washington","North Hempstead town, Nassau County, New York",MOVEDOUT,7
"King County, Washington","Manhattan borough, New York County, New York",MOVEDIN,477
"King County, Washington","Manhattan borough, New York County, New York",MOVEDOUT,1455
"King County, Washington","North Tonawanda city, Niagara County, New York",MOVEDIN,20
"King County, Washington","North Tonawanda city, Niagara County, New York",MOVEDOUT,0
"King County, Washington","Kirkland town, Oneida County, New York",MOVEDIN,0
"King County, Washington","Kirkland town, Oneida County, New York",MOVEDOUT,8
"King County, Washington","New Hartford town, Oneida County, New York",MOVEDIN,0
"King County, Washington","New Hartford town, Oneida County, New York",MOVEDOUT,9
"King County, Washington","Rome city, Oneida County, New York",MOVEDIN,2
"King County, Washington","Rome city, Oneida County, New York",MOVEDOUT,0
"King County, Washington","Utica city, Oneida County, New York",MOVEDIN,19
"King County, Washington","Utica city, Oneida County, New York",MOVEDOUT,0
"King County, Washington","Syracuse city, Onondaga County, New York",MOVEDIN,70
"King County, Washington","Syracuse city, Onondaga County, New York",MOVEDOUT,5
"King County, Washington","Canandaigua city, Ontario County, New York",MOVEDIN,55
"King County, Washington","Canandaigua city, Ontario County, New York",MOVEDOUT,0
"King County, Washington","Manchester town, Ontario County, New York",MOVEDIN,0
"King County, Washington","Manchester town, Ontario County, New York",MOVEDOUT,22
"King County, Washington","Victor town, Ontario County, New York",MOVEDIN,19
"King County, Washington","Victor town, Ontario County, New York",MOVEDOUT,0
"King County, Washington","Highlands town, Orange County, New York",MOVEDIN,0
"King County, Washington","Highlands town, Orange County, New York",MOVEDOUT,10
"King County, Washington","Newburgh city, Orange County, New York",MOVEDIN,3
"King County, Washington","Newburgh city, Orange County, New York",MOVEDOUT,0
"King County, Washington","Warwick town, Orange County, New York",MOVEDIN,12
"King County, Washington","Warwick town, Orange County, New York",MOVEDOUT,0
"King County, Washington","Putnam Valley town, Putnam County, New York",MOVEDIN,16
"King County, Washington","Putnam Valley town, Putnam County, New York",MOVEDOUT,0
"King County, Washington","Queens borough, Queens County, New York",MOVEDIN,232
"King County, Washington","Queens borough, Queens County, New York",MOVEDOUT,111
"King County, Washington","Troy city, Rensselaer County, New York",MOVEDIN,18
"King County, Washington","Troy city, Rensselaer County, New York",MOVEDOUT,2
"King County, Washington","Staten Island borough, Richmond County, New York",MOVEDIN,20
"King County, Washington","Staten Island borough, Richmond County, New York",MOVEDOUT,0
"King County, Washington","Clarkstown town, Rockland County, New York",MOVEDIN,7
"King County, Washington","Clarkstown town, Rockland County, New York",MOVEDOUT,0
"King County, Washington","Potsdam town, St. Lawrence County, New York",MOVEDIN,0
"King County, Washington","Potsdam town, St. Lawrence County, New York",MOVEDOUT,17
"King County, Washington","Clifton Park town, Saratoga County, New York",MOVEDIN,17
"King County, Washington","Clifton Park town, Saratoga County, New York",MOVEDOUT,0
"King County, Washington","Saratoga Springs city, Saratoga County, New York",MOVEDIN,0
"King County, Washington","Saratoga Springs city, Saratoga County, New York",MOVEDOUT,11
"King County, Washington","Wilton town, Saratoga County, New York",MOVEDIN,0
"King County, Washington","Wilton town, Saratoga County, New York",MOVEDOUT,46
"King County, Washington","Glenville town, Schenectady County, New York",MOVEDIN,14
"King County, Washington","Glenville town, Schenectady County, New York",MOVEDOUT,0
"King County, Washington","Schenectady city, Schenectady County, New York",MOVEDIN,0
"King County, Washington","Schenectady city, Schenectady County, New York",MOVEDOUT,15
"King County, Washington","Corning city, Steuben County, New York",MOVEDIN,0
"King County, Washington","Corning city, Steuben County, New York",MOVEDOUT,18
"King County, Washington","Brookhaven town, Suffolk County, New York",MOVEDIN,66
"King County, Washington","Brookhaven town, Suffolk County, New York",MOVEDOUT,35
"King County, Washington","Huntington town, Suffolk County, New York",MOVEDIN,25
"King County, Washington","Huntington town, Suffolk County, New York",MOVEDOUT,0
"King County, Washington","Islip town, Suffolk County, New York",MOVEDIN,22
"King County, Washington","Islip town, Suffolk County, New York",MOVEDOUT,16
"King County, Washington","Ithaca city, Tompkins County, New York",MOVEDIN,53
"King County, Washington","Ithaca city, Tompkins County, New York",MOVEDOUT,15
"King County, Washington","Ithaca town, Tompkins County, New York",MOVEDIN,33
"King County, Washington","Ithaca town, Tompkins County, New York",MOVEDOUT,9
"King County, Washington","White Creek town, Washington County, New York",MOVEDIN,0
"King County, Washington","White Creek town, Washington County, New York",MOVEDOUT,16
"King County, Washington","Mount Pleasant town, Westchester County, New York",MOVEDIN,75
"King County, Washington","Mount Pleasant town, Westchester County, New York",MOVEDOUT,0
"King County, Washington","New Rochelle city, Westchester County, New York",MOVEDIN,0
"King County, Washington","New Rochelle city, Westchester County, New York",MOVEDOUT,62
"King County, Washington","Ossining town, Westchester County, New York",MOVEDIN,0
"King County, Washington","Ossining town, Westchester County, New York",MOVEDOUT,21
"King County, Washington","White Plains city, Westchester County, New York",MOVEDIN,0
"King County, Washington","White Plains city, Westchester County, New York",MOVEDOUT,35
"King County, Washington","Mount Joy township, Adams County, Pennsylvania",MOVEDIN,53
"King County, Washington","Mount Joy township, Adams County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Bellevue borough, Allegheny County, Pennsylvania",MOVEDIN,7
"King County, Washington","Bellevue borough, Allegheny County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Forest Hills borough, Allegheny County, Pennsylvan",MOVEDIN,0
"King County, Washington","Forest Hills borough, Allegheny County, Pennsylvan",MOVEDOUT,19
"King County, Washington","Moon township, Allegheny County, Pennsylvania",MOVEDIN,15
"King County, Washington","Moon township, Allegheny County, Pennsylvania",MOVEDOUT,2
"King County, Washington","Pittsburgh city, Allegheny County, Pennsylvania",MOVEDIN,338
"King County, Washington","Pittsburgh city, Allegheny County, Pennsylvania",MOVEDOUT,174
"King County, Washington","Ross township, Allegheny County, Pennsylvania",MOVEDIN,0
"King County, Washington","Ross township, Allegheny County, Pennsylvania",MOVEDOUT,61
"King County, Washington","Wilkinsburg borough, Allegheny County, Pennsylvani",MOVEDIN,22
"King County, Washington","Wilkinsburg borough, Allegheny County, Pennsylvani",MOVEDOUT,0
"King County, Washington","Kimmel township, Bedford County, Pennsylvania",MOVEDIN,10
"King County, Washington","Kimmel township, Bedford County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Liberty township, Bedford County, Pennsylvania",MOVEDIN,18
"King County, Washington","Liberty township, Bedford County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Oley township, Berks County, Pennsylvania",MOVEDIN,8
"King County, Washington","Oley township, Berks County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Falls township, Bucks County, Pennsylvania",MOVEDIN,0
"King County, Washington","Falls township, Bucks County, Pennsylvania",MOVEDOUT,9
"King County, Washington","Lower Makefield township, Bucks County, Pennsylvan",MOVEDIN,0
"King County, Washington","Lower Makefield township, Bucks County, Pennsylvan",MOVEDOUT,21
"King County, Washington","Morrisville borough, Bucks County, Pennsylvania",MOVEDIN,0
"King County, Washington","Morrisville borough, Bucks County, Pennsylvania",MOVEDOUT,19
"King County, Washington","Warminster township, Bucks County, Pennsylvania",MOVEDIN,0
"King County, Washington","Warminster township, Bucks County, Pennsylvania",MOVEDOUT,13
"King County, Washington","Loretto borough, Cambria County, Pennsylvania",MOVEDIN,0
"King County, Washington","Loretto borough, Cambria County, Pennsylvania",MOVEDOUT,1
"King County, Washington","Meadville city, Crawford County, Pennsylvania",MOVEDIN,50
"King County, Washington","Meadville city, Crawford County, Pennsylvania",MOVEDOUT,0
