Focal_region,In_or_out,movement,total
"King County, Washington","Brookline town, Norfolk County, Massachusetts",MOVEDIN,42
"King County, Washington","Brookline town, Norfolk County, Massachusetts",MOVEDOUT,50
"King County, Washington","Franklin Town city, Norfolk County, Massachusetts",MOVEDIN,7
"King County, Washington","Franklin Town city, Norfolk County, Massachusetts",MOVEDOUT,0
"King County, Washington","Medfield town, Norfolk County, Massachusetts",MOVEDIN,35
"King County, Washington","Medfield town, Norfolk County, Massachusetts",MOVEDOUT,0
"King County, Washington","Needham town, Norfolk County, Massachusetts",MOVEDIN,0
"King County, Washington","Needham town, Norfolk County, Massachusetts",MOVEDOUT,7
"King County, Washington","Norfolk town, Norfolk County, Massachusetts",MOVEDIN,15
"King County, Washington","Norfolk town, Norfolk County, Massachusetts",MOVEDOUT,0
"King County, Washington","Norwood town, Norfolk County, Massachusetts",MOVEDIN,0
"King County, Washington","Norwood town, Norfolk County, Massachusetts",MOVEDOUT,13
"King County, Washington","Westwood town, Norfolk County, Massachusetts",MOVEDIN,12
"King County, Washington","Westwood town, Norfolk County, Massachusetts",MOVEDOUT,0
"King County, Washington","Abington town, Plymouth County, Massachusetts",MOVEDIN,15
"King County, Washington","Abington town, Plymouth County, Massachusetts",MOVEDOUT,0
"King County, Washington","Hingham town, Plymouth County, Massachusetts",MOVEDIN,0
"King County, Washington","Hingham town, Plymouth County, Massachusetts",MOVEDOUT,13
"King County, Washington","Hull town, Plymouth County, Massachusetts",MOVEDIN,0
"King County, Washington","Hull town, Plymouth County, Massachusetts",MOVEDOUT,14
"King County, Washington","Boston city, Suffolk County, Massachusetts",MOVEDIN,217
"King County, Washington","Boston city, Suffolk County, Massachusetts",MOVEDOUT,339
"King County, Washington","Gardner city, Worcester County, Massachusetts",MOVEDIN,44
"King County, Washington","Gardner city, Worcester County, Massachusetts",MOVEDOUT,0
"King County, Washington","Grafton town, Worcester County, Massachusetts",MOVEDIN,0
"King County, Washington","Grafton town, Worcester County, Massachusetts",MOVEDOUT,27
"King County, Washington","Northborough town, Worcester County, Massachusetts",MOVEDIN,47
"King County, Washington","Northborough town, Worcester County, Massachusetts",MOVEDOUT,0
"King County, Washington","Shrewsbury town, Worcester County, Massachusetts",MOVEDIN,50
"King County, Washington","Shrewsbury town, Worcester County, Massachusetts",MOVEDOUT,0
"King County, Washington","Westborough town, Worcester County, Massachusetts",MOVEDIN,29
"King County, Washington","Westborough town, Worcester County, Massachusetts",MOVEDOUT,66
"King County, Washington","Worcester city, Worcester County, Massachusetts",MOVEDIN,15
"King County, Washington","Worcester city, Worcester County, Massachusetts",MOVEDOUT,28
"King County, Washington","Maple Ridge township, Alpena County, Michigan",MOVEDIN,12
"King County, Washington","Maple Ridge township, Alpena County, Michigan",MOVEDOUT,0
"King County, Washington","Sault Ste. Marie city, Chippewa County, Michigan",MOVEDIN,0
"King County, Washington","Sault Ste. Marie city, Chippewa County, Michigan",MOVEDOUT,5
"King County, Washington","St. Johns city, Clinton County, Michigan",MOVEDIN,0
"King County, Washington","St. Johns city, Clinton County, Michigan",MOVEDOUT,11
"King County, Washington","Gladstone city, Delta County, Michigan",MOVEDIN,0
"King County, Washington","Gladstone city, Delta County, Michigan",MOVEDOUT,9
"King County, Washington","Readmond township, Emmet County, Michigan",MOVEDIN,36
"King County, Washington","Readmond township, Emmet County, Michigan",MOVEDOUT,0
"King County, Washington","Flint city, Genesee County, Michigan",MOVEDIN,12
"King County, Washington","Flint city, Genesee County, Michigan",MOVEDOUT,0
"King County, Washington","Genesee charter township, Genesee County, Michigan",MOVEDIN,0
"King County, Washington","Genesee charter township, Genesee County, Michigan",MOVEDOUT,8
"King County, Washington","Grand Blanc city, Genesee County, Michigan",MOVEDIN,21
"King County, Washington","Grand Blanc city, Genesee County, Michigan",MOVEDOUT,0
"King County, Washington","Grand Blanc charter township, Genesee County, Mich",MOVEDIN,14
"King County, Washington","Grand Blanc charter township, Genesee County, Mich",MOVEDOUT,0
"King County, Washington","Garfield charter township, Grand Traverse County,",MOVEDIN,0
"King County, Washington","Garfield charter township, Grand Traverse County,",MOVEDOUT,34
"King County, Washington","Green Lake township, Grand Traverse County, Michig",MOVEDIN,0
"King County, Washington","Green Lake township, Grand Traverse County, Michig",MOVEDOUT,12
"King County, Washington","Long Lake township, Grand Traverse County, Michiga",MOVEDIN,32
"King County, Washington","Long Lake township, Grand Traverse County, Michiga",MOVEDOUT,0
"King County, Washington","Traverse City city, Grand Traverse County, Michiga",MOVEDIN,32
"King County, Washington","Traverse City city, Grand Traverse County, Michiga",MOVEDOUT,0
"King County, Washington","East Lansing city, Ingham County, Michigan",MOVEDIN,18
"King County, Washington","East Lansing city, Ingham County, Michigan",MOVEDOUT,14
"King County, Washington","Lansing city, Ingham County, Michigan",MOVEDIN,98
"King County, Washington","Lansing city, Ingham County, Michigan",MOVEDOUT,5
"King County, Washington","Meridian charter township, Ingham County, Michigan",MOVEDIN,45
"King County, Washington","Meridian charter township, Ingham County, Michigan",MOVEDOUT,40
"King County, Washington","Williamston city, Ingham County, Michigan",MOVEDIN,21
"King County, Washington","Williamston city, Ingham County, Michigan",MOVEDOUT,0
"King County, Washington","Oscoda charter township, Iosco County, Michigan",MOVEDIN,10
"King County, Washington","Oscoda charter township, Iosco County, Michigan",MOVEDOUT,0
"King County, Washington","Blackman charter township, Jackson County, Michiga",MOVEDIN,0
"King County, Washington","Blackman charter township, Jackson County, Michiga",MOVEDOUT,6
"King County, Washington","Brady township, Kalamazoo County, Michigan",MOVEDIN,0
"King County, Washington","Brady township, Kalamazoo County, Michigan",MOVEDOUT,9
"King County, Washington","Kalamazoo city, Kalamazoo County, Michigan",MOVEDIN,0
"King County, Washington","Kalamazoo city, Kalamazoo County, Michigan",MOVEDOUT,35
"King County, Washington","Ross township, Kalamazoo County, Michigan",MOVEDIN,15
"King County, Washington","Ross township, Kalamazoo County, Michigan",MOVEDOUT,4
"King County, Washington","Alpine township, Kent County, Michigan",MOVEDIN,19
"King County, Washington","Alpine township, Kent County, Michigan",MOVEDOUT,0
"King County, Washington","Cascade charter township, Kent County, Michigan",MOVEDIN,21
"King County, Washington","Cascade charter township, Kent County, Michigan",MOVEDOUT,0
"King County, Washington","Grand Rapids city, Kent County, Michigan",MOVEDIN,93
"King County, Washington","Grand Rapids city, Kent County, Michigan",MOVEDOUT,74
"King County, Washington","Grandville city, Kent County, Michigan",MOVEDIN,15
"King County, Washington","Grandville city, Kent County, Michigan",MOVEDOUT,0
"King County, Washington","Plainfield charter township, Kent County, Michigan",MOVEDIN,33
"King County, Washington","Plainfield charter township, Kent County, Michigan",MOVEDOUT,0
"King County, Washington","Kasson township, Leelanau County, Michigan",MOVEDIN,120
"King County, Washington","Kasson township, Leelanau County, Michigan",MOVEDOUT,0
"King County, Washington","Howell city, Livingston County, Michigan",MOVEDIN,59
"King County, Washington","Howell city, Livingston County, Michigan",MOVEDOUT,0
"King County, Washington","Warren city, Macomb County, Michigan",MOVEDIN,0
"King County, Washington","Warren city, Macomb County, Michigan",MOVEDOUT,17
"King County, Washington","Blue Lake township, Muskegon County, Michigan",MOVEDIN,0
"King County, Washington","Blue Lake township, Muskegon County, Michigan",MOVEDOUT,5
"King County, Washington","Auburn Hills city, Oakland County, Michigan",MOVEDIN,13
"King County, Washington","Auburn Hills city, Oakland County, Michigan",MOVEDOUT,0
"King County, Washington","Birmingham city, Oakland County, Michigan",MOVEDIN,0
"King County, Washington","Birmingham city, Oakland County, Michigan",MOVEDOUT,21
"King County, Washington","Bloomfield charter township, Oakland County, Michi",MOVEDIN,40
"King County, Washington","Bloomfield charter township, Oakland County, Michi",MOVEDOUT,0
"King County, Washington","Clawson city, Oakland County, Michigan",MOVEDIN,0
"King County, Washington","Clawson city, Oakland County, Michigan",MOVEDOUT,6
"King County, Washington","Commerce charter township, Oakland County, Michiga",MOVEDIN,33
"King County, Washington","Commerce charter township, Oakland County, Michiga",MOVEDOUT,0
"King County, Washington","Farmington Hills city, Oakland County, Michigan",MOVEDIN,15
"King County, Washington","Farmington Hills city, Oakland County, Michigan",MOVEDOUT,0
"King County, Washington","Hazel Park city, Oakland County, Michigan",MOVEDIN,6
"King County, Washington","Hazel Park city, Oakland County, Michigan",MOVEDOUT,17
"King County, Washington","Independence charter township, Oakland County, Mic",MOVEDIN,46
"King County, Washington","Independence charter township, Oakland County, Mic",MOVEDOUT,0
"King County, Washington","Northville city, Oakland County, Michigan",MOVEDIN,25
"King County, Washington","Northville city, Oakland County, Michigan",MOVEDOUT,0
"King County, Washington","Oakland charter township, Oakland County, Michigan",MOVEDIN,31
"King County, Washington","Oakland charter township, Oakland County, Michigan",MOVEDOUT,0
"King County, Washington","Royal Oak city, Oakland County, Michigan",MOVEDIN,0
"King County, Washington","Royal Oak city, Oakland County, Michigan",MOVEDOUT,9
"King County, Washington","Troy city, Oakland County, Michigan",MOVEDIN,14
"King County, Washington","Troy city, Oakland County, Michigan",MOVEDOUT,10
"King County, Washington","West Bloomfield charter township, Oakland County,",MOVEDIN,38
"King County, Washington","West Bloomfield charter township, Oakland County,",MOVEDOUT,0
"King County, Washington","Elmer township, Oscoda County, Michigan",MOVEDIN,0
"King County, Washington","Elmer township, Oscoda County, Michigan",MOVEDOUT,9
"King County, Washington","Georgetown charter township, Ottawa County, Michig",MOVEDIN,27
"King County, Washington","Georgetown charter township, Ottawa County, Michig",MOVEDOUT,0
"King County, Washington","Holland charter township, Ottawa County, Michigan",MOVEDIN,11
"King County, Washington","Holland charter township, Ottawa County, Michigan",MOVEDOUT,0
"King County, Washington","Tittabawassee township, Saginaw County, Michigan",MOVEDIN,25
"King County, Washington","Tittabawassee township, Saginaw County, Michigan",MOVEDOUT,0
"King County, Washington","Ann Arbor city, Washtenaw County, Michigan",MOVEDIN,308
"King County, Washington","Ann Arbor city, Washtenaw County, Michigan",MOVEDOUT,99
"King County, Washington","Scio township, Washtenaw County, Michigan",MOVEDIN,55
"King County, Washington","Scio township, Washtenaw County, Michigan",MOVEDOUT,0
"King County, Washington","Ypsilanti charter township, Washtenaw County, Mich",MOVEDIN,46
"King County, Washington","Ypsilanti charter township, Washtenaw County, Mich",MOVEDOUT,17
"King County, Washington","Canton charter township, Wayne County, Michigan",MOVEDIN,0
"King County, Washington","Canton charter township, Wayne County, Michigan",MOVEDOUT,26
"King County, Washington","Dearborn city, Wayne County, Michigan",MOVEDIN,19
"King County, Washington","Dearborn city, Wayne County, Michigan",MOVEDOUT,0
"King County, Washington","Detroit city, Wayne County, Michigan",MOVEDIN,4
"King County, Washington","Detroit city, Wayne County, Michigan",MOVEDOUT,35
"King County, Washington","Northville township, Wayne County, Michigan",MOVEDIN,140
"King County, Washington","Northville township, Wayne County, Michigan",MOVEDOUT,0
"King County, Washington","Plymouth charter township, Wayne County, Michigan",MOVEDIN,0
"King County, Washington","Plymouth charter township, Wayne County, Michigan",MOVEDOUT,19
"King County, Washington","Van Buren charter township, Wayne County, Michigan",MOVEDIN,23
"King County, Washington","Van Buren charter township, Wayne County, Michigan",MOVEDOUT,0
"King County, Washington","Columbia Heights city, Anoka County, Minnesota",MOVEDIN,0
"King County, Washington","Columbia Heights city, Anoka County, Minnesota",MOVEDOUT,9
"King County, Washington","Coon Rapids city, Anoka County, Minnesota",MOVEDIN,38
"King County, Washington","Coon Rapids city, Anoka County, Minnesota",MOVEDOUT,0
"King County, Washington","Fridley city, Anoka County, Minnesota",MOVEDIN,22
"King County, Washington","Fridley city, Anoka County, Minnesota",MOVEDOUT,0
"King County, Washington","Bemidji city, Beltrami County, Minnesota",MOVEDIN,9
"King County, Washington","Bemidji city, Beltrami County, Minnesota",MOVEDOUT,0
"King County, Washington","Sauk Rapids city, Benton County, Minnesota",MOVEDIN,16
"King County, Washington","Sauk Rapids city, Benton County, Minnesota",MOVEDOUT,0
"King County, Washington","Mankato city, Blue Earth County, Minnesota",MOVEDIN,34
"King County, Washington","Mankato city, Blue Earth County, Minnesota",MOVEDOUT,0
"King County, Washington","Cloquet city, Carlton County, Minnesota",MOVEDIN,0
"King County, Washington","Cloquet city, Carlton County, Minnesota",MOVEDOUT,25
"King County, Washington","Chaska city, Carver County, Minnesota",MOVEDIN,34
"King County, Washington","Chaska city, Carver County, Minnesota",MOVEDOUT,0
"King County, Washington","North Branch city, Chisago County, Minnesota",MOVEDIN,0
"King County, Washington","North Branch city, Chisago County, Minnesota",MOVEDOUT,14
"King County, Washington","Moorhead city, Clay County, Minnesota",MOVEDIN,15
"King County, Washington","Moorhead city, Clay County, Minnesota",MOVEDOUT,0
"King County, Washington","Brainerd city, Crow Wing County, Minnesota",MOVEDIN,17
"King County, Washington","Brainerd city, Crow Wing County, Minnesota",MOVEDOUT,0
